tic,year,quarter,ts_min,Timestamp_ET,Timestamp_UTC,Bid_Ask_Spread,Order_Book_Imbalance,Quote_Revision_Frequency,Quote_Volatility,trade_count,trade_volume,trade_vwap
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:09.179090,2021-05-06 15:00:09.179090,0.002,0.6,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:09.179541,2021-05-06 15:00:09.179541,0.003,0.333,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:09.179817,2021-05-06 15:00:09.179817,0.006,0.333,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:09.180573,2021-05-06 15:00:09.180573,0.004,0.333,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:09.180789,2021-05-06 15:00:09.180789,0.006,-0.333,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:09.180864,2021-05-06 15:00:09.180864,0.006,0.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:09.181706,2021-05-06 15:00:09.181706,-2.0,1.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:09.437495,2021-05-06 15:00:09.437495,-2.0,1.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:10.099380,2021-05-06 15:00:10.099380,0.004,0.333,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:10.168209,2021-05-06 15:00:10.168209,0.003,-0.333,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:10.250816,2021-05-06 15:00:10.250816,0.003,0.5,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:10.252696,2021-05-06 15:00:10.252696,0.003,0.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:10.252775,2021-05-06 15:00:10.252775,0.003,0.333,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:10.253753,2021-05-06 15:00:10.253753,-2.0,1.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:10.256885,2021-05-06 15:00:10.256885,0.003,0.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:11.069203,2021-05-06 15:00:11.069203,-2.0,1.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:11.070075,2021-05-06 15:00:11.070075,,,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:12.573037,2021-05-06 15:00:12.573037,0.003,-0.333,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:16.660578,2021-05-06 15:00:16.660578,0.002,0.5,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:16.660903,2021-05-06 15:00:16.660903,0.003,0.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:16.661389,2021-05-06 15:00:16.661389,0.002,0.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:16.661750,2021-05-06 15:00:16.661750,0.002,-0.5,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:17.168707,2021-05-06 15:00:17.168707,0.006,0.0,30,26.31,4.0,204.0,81.74764705882353
CPA,2021,1,2021-05-06 11:00:00,2021-05-06 11:00:21.170479,2021-05-06 15:00:21.170479,0.002,0.0,30,26.31,4.0,204.0,81.74764705882353
